 # Date: Thu May  8 14:35:04 2025
 # Fr =   3.8312237712373753E-011
 # tau =  0.50000372448375252      , uO =   0.0000000000000000     
 # Iteration No.:            0
 # Lx =250    Ly =   5
 #      Results of the computations
 # x   y     h(i,j)      u(i,j)      v(i,j)
 #------------------------------------------
 132   5   34.200001    0.000000    0.000000
 133   1   34.200001    0.000000   -0.000000
 133   2   34.200001    0.000000   -0.000000
 133   3   34.200001    0.000000   -0.000000
 133   4   34.200001    0.000000   -0.000000
 133   5   34.200001    0.000000    0.000000
 134   1   34.200001    0.000000   -0.000000
 134   2   34.200001    0.000000   -0.000000
 134   3   34.200001    0.000000   -0.000000
 134   4   34.200001    0.000000   -0.000000
 134   5   34.200001    0.000000    0.000000
 135   1   34.200001    0.000000   -0.000000
 135   2   34.200001    0.000000   -0.000000
 135   3   34.200001    0.000000   -0.000000
 135   4   34.200001    0.000000   -0.000000
 135   5   34.200001    0.000000    0.000000
 136   1   34.200001    0.000000   -0.000000
 136   2   34.200001    0.000000   -0.000000
 136   3   34.200001    0.000000   -0.000000
 136   4   34.200001    0.000000   -0.000000
 136   5   34.200001    0.000000    0.000000
 137   1   34.200001    0.000000   -0.000000
 137   2   34.200001    0.000000   -0.000000
 137   3   34.200001    0.000000   -0.000000
 137   4   34.200001    0.000000   -0.000000
 137   5   34.200001    0.000000    0.000000
 138   1   34.200001    0.000000   -0.000000
 138   2   34.200001    0.000000   -0.000000
 138   3   34.200001    0.000000   -0.000000
 138   4   34.200001    0.000000   -0.000000
 138   5   34.200001    0.000000    0.000000
 139   1   34.200001    0.000000   -0.000000
 139   2   34.200001    0.000000   -0.000000
 139   3   34.200001    0.000000   -0.000000
 139   4   34.200001    0.000000   -0.000000
 139   5   34.200001    0.000000    0.000000
 140   1   34.200001    0.000000   -0.000000
 140   2   34.200001    0.000000   -0.000000
 140   3   34.200001    0.000000   -0.000000
 140   4   34.200001    0.000000   -0.000000
 140   5   34.200001    0.000000    0.000000
 141   1   34.200001    0.000000   -0.000000
 141   2   34.200001    0.000000   -0.000000
 141   3   34.200001    0.000000   -0.000000
 141   4   34.200001    0.000000   -0.000000
 141   5   34.200001    0.000000    0.000000
 142   1   34.200001    0.000000   -0.000000
 142   2   34.200001    0.000000   -0.000000
 142   3   34.200001    0.000000   -0.000000
 142   4   34.200001    0.000000   -0.000000
 142   5   34.200001    0.000000    0.000000
 143   1   34.200001    0.000000   -0.000000
 143   2   34.200001    0.000000   -0.000000
 143   3   34.200001    0.000000   -0.000000
 143   4   34.200001    0.000000   -0.000000
 143   5   34.200001    0.000000    0.000000
 144   1   34.200001    0.000000   -0.000000
 144   2   34.200001    0.000000   -0.000000
 144   3   34.200001    0.000000   -0.000000
 144   4   34.200001    0.000000   -0.000000
 144   5   34.200001    0.000000    0.000000
 145   1   34.200001    0.000000   -0.000000
 145   2   34.200001    0.000000   -0.000000
 145   3   34.200001    0.000000   -0.000000
 145   4   34.200001    0.000000   -0.000000
 145   5   34.200001    0.000000    0.000000
 146   1   34.200001    0.000000   -0.000000
 146   2   34.200001    0.000000   -0.000000
 146   3   34.200001    0.000000   -0.000000
 146   4   34.200001    0.000000   -0.000000
 146   5   34.200001    0.000000    0.000000
 147   1   34.200001    0.000000   -0.000000
 147   2   34.200001    0.000000   -0.000000
 147   3   34.200001    0.000000   -0.000000
 147   4   34.200001    0.000000   -0.000000
 147   5   34.200001    0.000000    0.000000
 148   1   34.200001    0.000000   -0.000000
 148   2   34.200001    0.000000   -0.000000
 148   3   34.200001    0.000000   -0.000000
 148   4   34.200001    0.000000   -0.000000
 148   5   34.200001    0.000000    0.000000
 149   1   34.200001    0.000000   -0.000000
 149   2   34.200001    0.000000   -0.000000
 149   3   34.200001    0.000000   -0.000000
 149   4   34.200001    0.000000   -0.000000
 149   5   34.200001    0.000000    0.000000
 150   1   34.200001    0.000000   -0.000000
 150   2   34.200001    0.000000   -0.000000
 150   3   34.200001    0.000000   -0.000000
 150   4   34.200001    0.000000   -0.000000
 150   5   34.200001    0.000000    0.000000
 151   1   34.200001    0.000000   -0.000000
 151   2   34.200001    0.000000   -0.000000
 151   3   34.200001    0.000000   -0.000000
 151   4   34.200001    0.000000   -0.000000
 151   5   34.200001    0.000000    0.000000
 152   1   34.200001    0.000000   -0.000000
 152   2   34.200001    0.000000   -0.000000
 152   3   34.200001    0.000000   -0.000000
 152   4   34.200001    0.000000   -0.000000
 152   5   34.200001    0.000000    0.000000
 153   1   34.200001    0.000000   -0.000000
 153   2   34.200001    0.000000   -0.000000
 153   3   34.200001    0.000000   -0.000000
 153   4   34.200001    0.000000   -0.000000
 153   5   34.200001    0.000000    0.000000
 154   1   34.200001    0.000000   -0.000000
 154   2   34.200001    0.000000   -0.000000
 154   3   34.200001    0.000000   -0.000000
 154   4   34.200001    0.000000   -0.000000
 154   5   34.200001    0.000000    0.000000
 155   1   34.200001    0.000000   -0.000000
 155   2   34.200001    0.000000   -0.000000
 155   3   34.200001    0.000000   -0.000000
 155   4   34.200001    0.000000   -0.000000
 155   5   34.200001    0.000000    0.000000
 156   1   34.200001    0.000000   -0.000000
 156   2   34.200001    0.000000   -0.000000
 156   3   34.200001    0.000000   -0.000000
 156   4   34.200001    0.000000   -0.000000
 156   5   34.200001    0.000000    0.000000
 157   1   34.200001    0.000000   -0.000000
 157   2   34.200001    0.000000   -0.000000
 157   3   34.200001    0.000000   -0.000000
 157   4   34.200001    0.000000   -0.000000
 157   5   34.200001    0.000000    0.000000
 158   1   34.200001    0.000000   -0.000000
 158   2   34.200001    0.000000   -0.000000
 158   3   34.200001    0.000000   -0.000000
 158   4   34.200001    0.000000   -0.000000
 158   5   34.200001    0.000000    0.000000
 159   1   34.200001    0.000000   -0.000000
 159   2   34.200001    0.000000   -0.000000
 159   3   34.200001    0.000000   -0.000000
 159   4   34.200001    0.000000   -0.000000
 159   5   34.200001    0.000000    0.000000
 160   1   34.200001    0.000000   -0.000000
 160   2   34.200001    0.000000   -0.000000
 160   3   34.200001    0.000000   -0.000000
 160   4   34.200001    0.000000   -0.000000
 160   5   34.200001    0.000000    0.000000
 161   1   34.200001    0.000000   -0.000000
 161   2   34.200001    0.000000   -0.000000
 161   3   34.200001    0.000000   -0.000000
 161   4   34.200001    0.000000   -0.000000
 161   5   34.200001    0.000000    0.000000
 162   1   34.200001    0.000000   -0.000000
 162   2   34.200001    0.000000   -0.000000
 162   3   34.200001    0.000000   -0.000000
 162   4   34.200001    0.000000   -0.000000
 162   5   34.200001    0.000000    0.000000
 163   1   34.200001    0.000000   -0.000000
 163   2   34.200001    0.000000   -0.000000
 163   3   34.200001    0.000000   -0.000000
 163   4   34.200001    0.000000   -0.000000
 163   5   34.200001    0.000000    0.000000
 164   1   34.200001    0.000000   -0.000000
 164   2   34.200001    0.000000   -0.000000
 164   3   34.200001    0.000000   -0.000000
 164   4   34.200001    0.000000   -0.000000
 164   5   34.200001    0.000000    0.000000
 165   1   34.200001    0.000000   -0.000000
 165   2   34.200001    0.000000   -0.000000
 165   3   34.200001    0.000000   -0.000000
 165   4   34.200001    0.000000   -0.000000
 165   5   34.200001    0.000000    0.000000
 166   1   34.200001    0.000000   -0.000000
 166   2   34.200001    0.000000   -0.000000
 166   3   34.200001    0.000000   -0.000000
 166   4   34.200001    0.000000   -0.000000
 166   5   34.200001    0.000000    0.000000
 167   1   34.200001    0.000000   -0.000000
 167   2   34.200001    0.000000   -0.000000
 167   3   34.200001    0.000000   -0.000000
 167   4   34.200001    0.000000   -0.000000
 167   5   34.200001    0.000000    0.000000
 168   1   34.200001    0.000000   -0.000000
 168   2   34.200001    0.000000   -0.000000
 168   3   34.200001    0.000000   -0.000000
 168   4   34.200001    0.000000   -0.000000
 168   5   34.200001    0.000000    0.000000
 169   1   34.200001    0.000000   -0.000000
 169   2   34.200001    0.000000   -0.000000
 169   3   34.200001    0.000000   -0.000000
 169   4   34.200001    0.000000   -0.000000
 169   5   34.200001    0.000000    0.000000
 170   1   34.200001    0.000000   -0.000000
 170   2   34.200001    0.000000   -0.000000
 170   3   34.200001    0.000000   -0.000000
 170   4   34.200001    0.000000   -0.000000
 170   5   34.200001    0.000000    0.000000
 171   1   34.200001    0.000000   -0.000000
 171   2   34.200001    0.000000   -0.000000
 171   3   34.200001    0.000000   -0.000000
 171   4   34.200001    0.000000   -0.000000
 171   5   34.200001    0.000000    0.000000
 172   1   34.200001    0.000000   -0.000000
 172   2   34.200001    0.000000   -0.000000
 172   3   34.200001    0.000000   -0.000000
 172   4   34.200001    0.000000   -0.000000
 172   5   34.200001    0.000000    0.000000
 173   1   34.200001    0.000000   -0.000000
 173   2   34.200001    0.000000   -0.000000
 173   3   34.200001    0.000000   -0.000000
 173   4   34.200001    0.000000   -0.000000
 173   5   34.200001    0.000000    0.000000
 174   1   34.200001    0.000000   -0.000000
 174   2   34.200001    0.000000   -0.000000
 174   3   34.200001    0.000000   -0.000000
 174   4   34.200001    0.000000   -0.000000
 174   5   34.200001    0.000000    0.000000
 175   1   34.200001    0.000000   -0.000000
 175   2   34.200001    0.000000   -0.000000
 175   3   34.200001    0.000000   -0.000000
 175   4   34.200001    0.000000   -0.000000
 175   5   34.200001    0.000000    0.000000
 176   1   34.200001    0.000000   -0.000000
 176   2   34.200001    0.000000   -0.000000
 176   3   34.200001    0.000000   -0.000000
 176   4   34.200001    0.000000   -0.000000
 176   5   34.200001    0.000000    0.000000
 177   1   34.200001    0.000000   -0.000000
 177   2   34.200001    0.000000   -0.000000
 177   3   34.200001    0.000000   -0.000000
 177   4   34.200001    0.000000   -0.000000
 177   5   34.200001    0.000000    0.000000
 178   1   34.200001    0.000000   -0.000000
 178   2   34.200001    0.000000   -0.000000
 178   3   34.200001    0.000000   -0.000000
 178   4   34.200001    0.000000   -0.000000
 178   5   34.200001    0.000000    0.000000
 179   1   34.200001    0.000000   -0.000000
 179   2   34.200001    0.000000   -0.000000
 179   3   34.200001    0.000000   -0.000000
 179   4   34.200001    0.000000   -0.000000
 179   5   34.200001    0.000000    0.000000
 180   1   34.200001    0.000000   -0.000000
 180   2   34.200001    0.000000   -0.000000
 180   3   34.200001    0.000000   -0.000000
 180   4   34.200001    0.000000   -0.000000
 180   5   34.200001    0.000000    0.000000
 181   1   34.200001    0.000000   -0.000000
 181   2   34.200001    0.000000   -0.000000
 181   3   34.200001    0.000000   -0.000000
 181   4   34.200001    0.000000   -0.000000
 181   5   34.200001    0.000000    0.000000
 182   1   34.200001    0.000000   -0.000000
 182   2   34.200001    0.000000   -0.000000
 182   3   34.200001    0.000000   -0.000000
 182   4   34.200001    0.000000   -0.000000
 182   5   34.200001    0.000000    0.000000
 183   1   34.200001    0.000000   -0.000000
 183   2   34.200001    0.000000   -0.000000
 183   3   34.200001    0.000000   -0.000000
 183   4   34.200001    0.000000   -0.000000
 183   5   34.200001    0.000000    0.000000
 184   1   34.200001    0.000000   -0.000000
 184   2   34.200001    0.000000   -0.000000
 184   3   34.200001    0.000000   -0.000000
 184   4   34.200001    0.000000   -0.000000
 184   5   34.200001    0.000000    0.000000
 185   1   34.200001    0.000000   -0.000000
 185   2   34.200001    0.000000   -0.000000
 185   3   34.200001    0.000000   -0.000000
 185   4   34.200001    0.000000   -0.000000
 185   5   34.200001    0.000000    0.000000
 186   1   34.200001    0.000000   -0.000000
 186   2   34.200001    0.000000   -0.000000
 186   3   34.200001    0.000000   -0.000000
 186   4   34.200001    0.000000   -0.000000
 186   5   34.200001    0.000000    0.000000
 187   1   34.200001    0.000000   -0.000000
 187   2   34.200001    0.000000   -0.000000
 187   3   34.200001    0.000000   -0.000000
 187   4   34.200001    0.000000   -0.000000
 187   5   34.200001    0.000000    0.000000
 188   1   34.200001    0.000000   -0.000000
 188   2   34.200001    0.000000   -0.000000
 188   3   34.200001    0.000000   -0.000000
 188   4   34.200001    0.000000   -0.000000
 188   5   34.200001    0.000000    0.000000
 189   1   34.200001    0.000000   -0.000000
 189   2   34.200001    0.000000   -0.000000
 189   3   34.200001    0.000000   -0.000000
 189   4   34.200001    0.000000   -0.000000
 189   5   34.200001    0.000000    0.000000
 190   1   34.200001    0.000000   -0.000000
 190   2   34.200001    0.000000   -0.000000
 190   3   34.200001    0.000000   -0.000000
 190   4   34.200001    0.000000   -0.000000
 190   5   34.200001    0.000000    0.000000
 191   1   34.200001    0.000000   -0.000000
 191   2   34.200001    0.000000   -0.000000
 191   3   34.200001    0.000000   -0.000000
 191   4   34.200001    0.000000   -0.000000
 191   5   34.200001    0.000000    0.000000
 192   1   34.200001    0.000000   -0.000000
 192   2   34.200001    0.000000   -0.000000
 192   3   34.200001    0.000000   -0.000000
 192   4   34.200001    0.000000   -0.000000
 192   5   34.200001    0.000000    0.000000
 193   1   34.200001    0.000000   -0.000000
 193   2   34.200001    0.000000   -0.000000
 193   3   34.200001    0.000000   -0.000000
 193   4   34.200001    0.000000   -0.000000
 193   5   34.200001    0.000000    0.000000
 194   1   34.200001    0.000000   -0.000000
 194   2   34.200001    0.000000   -0.000000
 194   3   34.200001    0.000000   -0.000000
 194   4   34.200001    0.000000   -0.000000
 194   5   34.200001    0.000000    0.000000
 195   1   34.200001    0.000000   -0.000000
 195   2   34.200001    0.000000   -0.000000
 195   3   34.200001    0.000000   -0.000000
 195   4   34.200001    0.000000   -0.000000
 195   5   34.200001    0.000000    0.000000
 196   1   34.200001    0.000000   -0.000000
 196   2   34.200001    0.000000   -0.000000
 196   3   34.200001    0.000000   -0.000000
 196   4   34.200001    0.000000   -0.000000
 196   5   34.200001    0.000000    0.000000
 197   1   34.200001    0.000000   -0.000000
 197   2   34.200001    0.000000   -0.000000
 197   3   34.200001    0.000000   -0.000000
 197   4   34.200001    0.000000   -0.000000
 197   5   34.200001    0.000000    0.000000
 198   1   34.200001    0.000000   -0.000000
 198   2   34.200001    0.000000   -0.000000
 198   3   34.200001    0.000000   -0.000000
 198   4   34.200001    0.000000   -0.000000
 198   5   34.200001    0.000000    0.000000
 199   1   34.200001    0.000000   -0.000000
 199   2   34.200001    0.000000   -0.000000
 199   3   34.200001    0.000000   -0.000000
 199   4   34.200001    0.000000   -0.000000
 199   5   34.200001    0.000000    0.000000
 200   1   34.200001    0.000000   -0.000000
 200   2   34.200001    0.000000   -0.000000
 200   3   34.200001    0.000000   -0.000000
 200   4   34.200001    0.000000   -0.000000
 200   5   34.200001    0.000000    0.000000
 201   1   34.200001    0.000000   -0.000000
 201   2   34.200001    0.000000   -0.000000
 201   3   34.200001    0.000000   -0.000000
 201   4   34.200001    0.000000   -0.000000
 201   5   34.200001    0.000000    0.000000
 202   1   34.200001    0.000000   -0.000000
 202   2   34.200001    0.000000   -0.000000
 202   3   34.200001    0.000000   -0.000000
 202   4   34.200001    0.000000   -0.000000
 202   5   34.200001    0.000000    0.000000
 203   1   34.200001    0.000000   -0.000000
 203   2   34.200001    0.000000   -0.000000
 203   3   34.200001    0.000000   -0.000000
 203   4   34.200001    0.000000   -0.000000
 203   5   34.200001    0.000000    0.000000
 204   1   34.200001    0.000000   -0.000000
 204   2   34.200001    0.000000   -0.000000
 204   3   34.200001    0.000000   -0.000000
 204   4   34.200001    0.000000   -0.000000
 204   5   34.200001    0.000000    0.000000
 205   1   34.200001    0.000000   -0.000000
 205   2   34.200001    0.000000   -0.000000
 205   3   34.200001    0.000000   -0.000000
 205   4   34.200001    0.000000   -0.000000
 205   5   34.200001    0.000000    0.000000
 206   1   34.200001    0.000000   -0.000000
 206   2   34.200001    0.000000   -0.000000
 206   3   34.200001    0.000000   -0.000000
 206   4   34.200001    0.000000   -0.000000
 206   5   34.200001    0.000000    0.000000
 207   1   34.200001    0.000000   -0.000000
 207   2   34.200001    0.000000   -0.000000
 207   3   34.200001    0.000000   -0.000000
 207   4   34.200001    0.000000   -0.000000
 207   5   34.200001    0.000000    0.000000
 208   1   34.200001    0.000000   -0.000000
 208   2   34.200001    0.000000   -0.000000
 208   3   34.200001    0.000000   -0.000000
 208   4   34.200001    0.000000   -0.000000
 208   5   34.200001    0.000000    0.000000
 209   1   34.200001    0.000000   -0.000000
 209   2   34.200001    0.000000   -0.000000
 209   3   34.200001    0.000000   -0.000000
 209   4   34.200001    0.000000   -0.000000
 209   5   34.200001    0.000000    0.000000
 210   1   34.200001    0.000000   -0.000000
 210   2   34.200001    0.000000   -0.000000
 210   3   34.200001    0.000000   -0.000000
 210   4   34.200001    0.000000   -0.000000
 210   5   34.200001    0.000000    0.000000
 211   1   34.200001    0.000000   -0.000000
 211   2   34.200001    0.000000   -0.000000
 211   3   34.200001    0.000000   -0.000000
 211   4   34.200001    0.000000   -0.000000
 211   5   34.200001    0.000000    0.000000
 212   1   34.200001    0.000000   -0.000000
 212   2   34.200001    0.000000   -0.000000
 212   3   34.200001    0.000000   -0.000000
 212   4   34.200001    0.000000   -0.000000
 212   5   34.200001    0.000000    0.000000
 213   1   34.200001    0.000000   -0.000000
 213   2   34.200001    0.000000   -0.000000
 213   3   34.200001    0.000000   -0.000000
 213   4   34.200001    0.000000   -0.000000
 213   5   34.200001    0.000000    0.000000
 214   1   34.200001    0.000000   -0.000000
 214   2   34.200001    0.000000   -0.000000
 214   3   34.200001    0.000000   -0.000000
 214   4   34.200001    0.000000   -0.000000
 214   5   34.200001    0.000000    0.000000
 215   1   34.200001    0.000000   -0.000000
 215   2   34.200001    0.000000   -0.000000
 215   3   34.200001    0.000000   -0.000000
 215   4   34.200001    0.000000   -0.000000
 215   5   34.200001    0.000000    0.000000
 216   1   34.200001    0.000000   -0.000000
 216   2   34.200001    0.000000   -0.000000
 216   3   34.200001    0.000000   -0.000000
 216   4   34.200001    0.000000   -0.000000
 216   5   34.200001    0.000000    0.000000
 217   1   34.200001    0.000000   -0.000000
 217   2   34.200001    0.000000   -0.000000
 217   3   34.200001    0.000000   -0.000000
 217   4   34.200001    0.000000   -0.000000
 217   5   34.200001    0.000000    0.000000
 218   1   34.200001    0.000000   -0.000000
 218   2   34.200001    0.000000   -0.000000
 218   3   34.200001    0.000000   -0.000000
 218   4   34.200001    0.000000   -0.000000
 218   5   34.200001    0.000000    0.000000
 219   1   34.200001    0.000000   -0.000000
 219   2   34.200001    0.000000   -0.000000
 219   3   34.200001    0.000000   -0.000000
 219   4   34.200001    0.000000   -0.000000
 219   5   34.200001    0.000000    0.000000
 220   1   34.200001    0.000000   -0.000000
 220   2   34.200001    0.000000   -0.000000
 220   3   34.200001    0.000000   -0.000000
 220   4   34.200001    0.000000   -0.000000
 220   5   34.200001    0.000000    0.000000
 221   1   34.200001    0.000000   -0.000000
 221   2   34.200001    0.000000   -0.000000
 221   3   34.200001    0.000000   -0.000000
 221   4   34.200001    0.000000   -0.000000
 221   5   34.200001    0.000000    0.000000
 222   1   34.200001    0.000000   -0.000000
 222   2   34.200001    0.000000   -0.000000
 222   3   34.200001    0.000000   -0.000000
 222   4   34.200001    0.000000   -0.000000
 222   5   34.200001    0.000000    0.000000
 223   1   34.200001    0.000000   -0.000000
 223   2   34.200001    0.000000   -0.000000
 223   3   34.200001    0.000000   -0.000000
 223   4   34.200001    0.000000   -0.000000
 223   5   34.200001    0.000000    0.000000
 224   1   34.200001    0.000000   -0.000000
 224   2   34.200001    0.000000   -0.000000
 224   3   34.200001    0.000000   -0.000000
 224   4   34.200001    0.000000   -0.000000
 224   5   34.200001    0.000000    0.000000
 225   1   34.200001    0.000000   -0.000000
 225   2   34.200001    0.000000   -0.000000
 225   3   34.200001    0.000000   -0.000000
 225   4   34.200001    0.000000   -0.000000
 225   5   34.200001    0.000000    0.000000
 226   1   34.200001    0.000000   -0.000000
 226   2   34.200001    0.000000   -0.000000
 226   3   34.200001    0.000000   -0.000000
 226   4   34.200001    0.000000   -0.000000
 226   5   34.200001    0.000000    0.000000
 227   1   34.200001    0.000000   -0.000000
 227   2   34.200001    0.000000   -0.000000
 227   3   34.200001    0.000000   -0.000000
 227   4   34.200001    0.000000   -0.000000
 227   5   34.200001    0.000000    0.000000
 228   1   34.200001    0.000000   -0.000000
 228   2   34.200001    0.000000   -0.000000
 228   3   34.200001    0.000000   -0.000000
 228   4   34.200001    0.000000   -0.000000
 228   5   34.200001    0.000000    0.000000
 229   1   34.200001    0.000000   -0.000000
 229   2   34.200001    0.000000   -0.000000
 229   3   34.200001    0.000000   -0.000000
 229   4   34.200001    0.000000   -0.000000
 229   5   34.200001    0.000000    0.000000
 230   1   34.200001    0.000000   -0.000000
 230   2   34.200001    0.000000   -0.000000
 230   3   34.200001    0.000000   -0.000000
 230   4   34.200001    0.000000   -0.000000
 230   5   34.200001    0.000000    0.000000
 231   1   34.200001    0.000000   -0.000000
 231   2   34.200001    0.000000   -0.000000
 231   3   34.200001    0.000000   -0.000000
 231   4   34.200001    0.000000   -0.000000
 231   5   34.200001    0.000000    0.000000
 232   1   34.200001    0.000000   -0.000000
 232   2   34.200001    0.000000   -0.000000
 232   3   34.200001    0.000000   -0.000000
 232   4   34.200001    0.000000   -0.000000
 232   5   34.200001    0.000000    0.000000
 233   1   34.200001    0.000000   -0.000000
 233   2   34.200001    0.000000   -0.000000
 233   3   34.200001    0.000000   -0.000000
 233   4   34.200001    0.000000   -0.000000
 233   5   34.200001    0.000000    0.000000
 234   1   34.200001    0.000000   -0.000000
 234   2   34.200001    0.000000   -0.000000
 234   3   34.200001    0.000000   -0.000000
 234   4   34.200001    0.000000   -0.000000
 234   5   34.200001    0.000000    0.000000
 235   1   34.200001    0.000000   -0.000000
 235   2   34.200001    0.000000   -0.000000
 235   3   34.200001    0.000000   -0.000000
 235   4   34.200001    0.000000   -0.000000
 235   5   34.200001    0.000000    0.000000
 236   1   34.200001    0.000000   -0.000000
 236   2   34.200001    0.000000   -0.000000
 236   3   34.200001    0.000000   -0.000000
 236   4   34.200001    0.000000   -0.000000
 236   5   34.200001    0.000000    0.000000
 237   1   34.200001    0.000000   -0.000000
 237   2   34.200001    0.000000   -0.000000
 237   3   34.200001    0.000000   -0.000000
 237   4   34.200001    0.000000   -0.000000
 237   5   34.200001    0.000000    0.000000
 238   1   34.200001    0.000000   -0.000000
 238   2   34.200001    0.000000   -0.000000
 238   3   34.200001    0.000000   -0.000000
 238   4   34.200001    0.000000   -0.000000
 238   5   34.200001    0.000000    0.000000
 239   1   34.200001    0.000000   -0.000000
 239   2   34.200001    0.000000   -0.000000
 239   3   34.200001    0.000000   -0.000000
 239   4   34.200001    0.000000   -0.000000
 239   5   34.200001    0.000000    0.000000
 240   1   34.200001    0.000000   -0.000000
 240   2   34.200001    0.000000   -0.000000
 240   3   34.200001    0.000000   -0.000000
 240   4   34.200001    0.000000   -0.000000
 240   5   34.200001    0.000000    0.000000
 241   1   34.200001    0.000000   -0.000000
 241   2   34.200001    0.000000   -0.000000
 241   3   34.200001    0.000000   -0.000000
 241   4   34.200001    0.000000   -0.000000
 241   5   34.200001    0.000000    0.000000
 242   1   34.200001    0.000000   -0.000000
 242   2   34.200001    0.000000   -0.000000
 242   3   34.200001    0.000000   -0.000000
 242   4   34.200001    0.000000   -0.000000
 242   5   34.200001    0.000000    0.000000
 243   1   34.200001    0.000000   -0.000000
 243   2   34.200001    0.000000   -0.000000
 243   3   34.200001    0.000000   -0.000000
 243   4   34.200001    0.000000   -0.000000
 243   5   34.200001    0.000000    0.000000
 244   1   34.200001    0.000000   -0.000000
 244   2   34.200001    0.000000   -0.000000
 244   3   34.200001    0.000000   -0.000000
 244   4   34.200001    0.000000   -0.000000
 244   5   34.200001    0.000000    0.000000
 245   1   34.200001    0.000000   -0.000000
 245   2   34.200001    0.000000   -0.000000
 245   3   34.200001    0.000000   -0.000000
 245   4   34.200001    0.000000   -0.000000
 245   5   34.200001    0.000000    0.000000
 246   1   34.200001    0.000000   -0.000000
 246   2   34.200001    0.000000   -0.000000
 246   3   34.200001    0.000000   -0.000000
 246   4   34.200001    0.000000   -0.000000
 246   5   34.200001    0.000000    0.000000
 247   1   34.200001    0.000000   -0.000000
 247   2   34.200001    0.000000   -0.000000
 247   3   34.200001    0.000000   -0.000000
 247   4   34.200001    0.000000   -0.000000
 247   5   34.200001    0.000000    0.000000
 248   1   34.200001    0.000000   -0.000000
 248   2   34.200001    0.000000   -0.000000
 248   3   34.200001    0.000000   -0.000000
 248   4   34.200001    0.000000   -0.000000
 248   5   34.200001    0.000000    0.000000
 249   1   34.200001    0.000000   -0.000000
 249   2   34.200001    0.000000   -0.000000
 249   3   34.200001    0.000000   -0.000000
 249   4   34.200001    0.000000   -0.000000
 249   5   34.200001    0.000000    0.000000
 250   1   34.200001    0.000000   -0.000000
 250   2   34.200001    0.000000   -0.000000
 250   3   34.200001    0.000000   -0.000000
 250   4   34.200001    0.000000   -0.000000
 250   5   34.200001    0.000000    0.000000
