 # Date: Thu May 15 11:49:02 2025
 # Fr =   9.1804747589727161E-009
 # tau =  0.50000496597833677      , uO =   0.0000000000000000     
 # Iteration No.:        10000
 # Lx =250    Ly =   5
 #      Results of the computations
 # x   y     h(i,j)      u(i,j)      v(i,j)
 #------------------------------------------
 133   3    1.987067   -0.000268   -0.000000
 133   4    1.987067   -0.000268   -0.000000
 133   5    1.987067   -0.000268    0.000000
 134   1    1.988907   -0.000237   -0.000000
 134   2    1.988907   -0.000237   -0.000000
 134   3    1.988907   -0.000237    0.000000
 134   4    1.988907   -0.000237    0.000000
 134   5    1.988907   -0.000237    0.000000
 135   1    1.990540   -0.000209   -0.000000
 135   2    1.990540   -0.000209    0.000000
 135   3    1.990540   -0.000209   -0.000000
 135   4    1.990540   -0.000209   -0.000000
 135   5    1.990540   -0.000209    0.000000
 136   1    1.991971   -0.000184    0.000000
 136   2    1.991971   -0.000184   -0.000000
 136   3    1.991971   -0.000184    0.000000
 136   4    1.991971   -0.000184   -0.000000
 136   5    1.991971   -0.000184    0.000000
 137   1    1.993227   -0.000160    0.000000
 137   2    1.993227   -0.000160    0.000000
 137   3    1.993227   -0.000160    0.000000
 137   4    1.993227   -0.000160    0.000000
 137   5    1.993227   -0.000160    0.000000
 138   1    1.994313   -0.000138   -0.000000
 138   2    1.994313   -0.000138    0.000000
 138   3    1.994313   -0.000138   -0.000000
 138   4    1.994313   -0.000138   -0.000000
 138   5    1.994313   -0.000138    0.000000
 139   1    1.995255   -0.000119    0.000000
 139   2    1.995255   -0.000119    0.000000
 139   3    1.995255   -0.000119   -0.000000
 139   4    1.995255   -0.000119   -0.000000
 139   5    1.995255   -0.000119   -0.000000
 140   1    1.996059   -0.000102   -0.000000
 140   2    1.996059   -0.000102   -0.000000
 140   3    1.996059   -0.000102   -0.000000
 140   4    1.996059   -0.000102   -0.000000
 140   5    1.996059   -0.000102    0.000000
 141   1    1.996749   -0.000087   -0.000000
 141   2    1.996749   -0.000087    0.000000
 141   3    1.996749   -0.000087    0.000000
 141   4    1.996749   -0.000087    0.000000
 141   5    1.996749   -0.000087    0.000000
 142   1    1.997329   -0.000073    0.000000
 142   2    1.997329   -0.000073   -0.000000
 142   3    1.997329   -0.000073    0.000000
 142   4    1.997329   -0.000073   -0.000000
 142   5    1.997329   -0.000073   -0.000000
 143   1    1.997822   -0.000061   -0.000000
 143   2    1.997822   -0.000061   -0.000000
 143   3    1.997822   -0.000061   -0.000000
 143   4    1.997822   -0.000061    0.000000
 143   5    1.997822   -0.000061   -0.000000
 144   1    1.998231   -0.000051    0.000000
 144   2    1.998231   -0.000051   -0.000000
 144   3    1.998231   -0.000051    0.000000
 144   4    1.998231   -0.000051    0.000000
 144   5    1.998231   -0.000051    0.000000
 145   1    1.998573   -0.000042   -0.000000
 145   2    1.998573   -0.000042    0.000000
 145   3    1.998573   -0.000042   -0.000000
 145   4    1.998573   -0.000042   -0.000000
 145   5    1.998573   -0.000042   -0.000000
 146   1    1.998854   -0.000035   -0.000000
 146   2    1.998854   -0.000035    0.000000
 146   3    1.998854   -0.000035    0.000000
 146   4    1.998854   -0.000035   -0.000000
 146   5    1.998854   -0.000035   -0.000000
 147   1    1.999087   -0.000029    0.000000
 147   2    1.999087   -0.000029   -0.000000
 147   3    1.999087   -0.000029   -0.000000
 147   4    1.999087   -0.000029   -0.000000
 147   5    1.999087   -0.000029   -0.000000
 148   1    1.999276   -0.000023    0.000000
 148   2    1.999276   -0.000023    0.000000
 148   3    1.999276   -0.000023    0.000000
 148   4    1.999276   -0.000023    0.000000
 148   5    1.999276   -0.000023    0.000000
 149   1    1.999429   -0.000019    0.000000
 149   2    1.999429   -0.000019    0.000000
 149   3    1.999429   -0.000019   -0.000000
 149   4    1.999429   -0.000019   -0.000000
 149   5    1.999429   -0.000019   -0.000000
 150   1    1.999553   -0.000015    0.000000
 150   2    1.999553   -0.000015    0.000000
 150   3    1.999553   -0.000015   -0.000000
 150   4    1.999553   -0.000015    0.000000
 150   5    1.999553   -0.000015   -0.000000
 151   1    1.999650   -0.000012   -0.000000
 151   2    1.999650   -0.000012    0.000000
 151   3    1.999650   -0.000012    0.000000
 151   4    1.999650   -0.000012    0.000000
 151   5    1.999650   -0.000012    0.000000
 152   1    1.999731   -0.000010    0.000000
 152   2    1.999731   -0.000010   -0.000000
 152   3    1.999731   -0.000010   -0.000000
 152   4    1.999731   -0.000010    0.000000
 152   5    1.999731   -0.000010    0.000000
 153   1    1.999791   -0.000007    0.000000
 153   2    1.999791   -0.000007   -0.000000
 153   3    1.999791   -0.000007    0.000000
 153   4    1.999791   -0.000007    0.000000
 153   5    1.999791   -0.000007    0.000000
 154   1    1.999842   -0.000006    0.000000
 154   2    1.999842   -0.000006    0.000000
 154   3    1.999842   -0.000006    0.000000
 154   4    1.999842   -0.000006    0.000000
 154   5    1.999842   -0.000006   -0.000000
 155   1    1.999877   -0.000005    0.000000
 155   2    1.999877   -0.000005   -0.000000
 155   3    1.999877   -0.000005   -0.000000
 155   4    1.999877   -0.000005   -0.000000
 155   5    1.999877   -0.000005   -0.000000
 156   1    1.999910   -0.000004   -0.000000
 156   2    1.999910   -0.000004   -0.000000
 156   3    1.999910   -0.000004    0.000000
 156   4    1.999910   -0.000004    0.000000
 156   5    1.999910   -0.000004   -0.000000
 157   1    1.999929   -0.000003    0.000000
 157   2    1.999929   -0.000003   -0.000000
 157   3    1.999929   -0.000003   -0.000000
 157   4    1.999929   -0.000003    0.000000
 157   5    1.999929   -0.000003    0.000000
 158   1    1.999950   -0.000002   -0.000000
 158   2    1.999950   -0.000002    0.000000
 158   3    1.999950   -0.000002    0.000000
 158   4    1.999950   -0.000002    0.000000
 158   5    1.999950   -0.000002    0.000000
 159   1    1.999960   -0.000002    0.000000
 159   2    1.999960   -0.000002   -0.000000
 159   3    1.999960   -0.000002    0.000000
 159   4    1.999960   -0.000002   -0.000000
 159   5    1.999960   -0.000002   -0.000000
 160   1    1.999974   -0.000001    0.000000
 160   2    1.999974   -0.000001    0.000000
 160   3    1.999974   -0.000001    0.000000
 160   4    1.999974   -0.000001   -0.000000
 160   5    1.999974   -0.000001   -0.000000
 161   1    1.999977   -0.000001    0.000000
 161   2    1.999977   -0.000001    0.000000
 161   3    1.999977   -0.000001    0.000000
 161   4    1.999977   -0.000001   -0.000000
 161   5    1.999977   -0.000001    0.000000
 162   1    1.999988   -0.000001    0.000000
 162   2    1.999988   -0.000001   -0.000000
 162   3    1.999988   -0.000001    0.000000
 162   4    1.999988   -0.000001   -0.000000
 162   5    1.999988   -0.000001    0.000000
 163   1    1.999986   -0.000000   -0.000000
 163   2    1.999986   -0.000000    0.000000
 163   3    1.999986   -0.000000   -0.000000
 163   4    1.999986   -0.000000    0.000000
 163   5    1.999986   -0.000000    0.000000
 164   1    1.999995   -0.000000   -0.000000
 164   2    1.999995   -0.000000    0.000000
 164   3    1.999995   -0.000000   -0.000000
 164   4    1.999995   -0.000000   -0.000000
 164   5    1.999995   -0.000000    0.000000
 165   1    1.999991   -0.000000    0.000000
 165   2    1.999991   -0.000000   -0.000000
 165   3    1.999991   -0.000000    0.000000
 165   4    1.999991   -0.000000   -0.000000
 165   5    1.999991   -0.000000   -0.000000
 166   1    1.999999   -0.000000   -0.000000
 166   2    1.999999   -0.000000    0.000000
 166   3    1.999999   -0.000000    0.000000
 166   4    1.999999   -0.000000    0.000000
 166   5    1.999999   -0.000000    0.000000
 167   1    1.999994   -0.000000    0.000000
 167   2    1.999994   -0.000000    0.000000
 167   3    1.999994   -0.000000    0.000000
 167   4    1.999994   -0.000000    0.000000
 167   5    1.999994   -0.000000    0.000000
 168   1    2.000001   -0.000000   -0.000000
 168   2    2.000001   -0.000000   -0.000000
 168   3    2.000001   -0.000000   -0.000000
 168   4    2.000001   -0.000000   -0.000000
 168   5    2.000001   -0.000000   -0.000000
 169   1    1.999995   -0.000000    0.000000
 169   2    1.999995   -0.000000    0.000000
 169   3    1.999995   -0.000000   -0.000000
 169   4    1.999995   -0.000000    0.000000
 169   5    1.999995   -0.000000    0.000000
 170   1    2.000003   -0.000000   -0.000000
 170   2    2.000003   -0.000000   -0.000000
 170   3    2.000003   -0.000000   -0.000000
 170   4    2.000003   -0.000000    0.000000
 170   5    2.000003   -0.000000    0.000000
 171   1    1.999995   -0.000000    0.000000
 171   2    1.999995   -0.000000   -0.000000
 171   3    1.999995   -0.000000   -0.000000
 171   4    1.999995   -0.000000   -0.000000
 171   5    1.999995   -0.000000   -0.000000
 172   1    2.000003   -0.000000   -0.000000
 172   2    2.000003   -0.000000    0.000000
 172   3    2.000003   -0.000000   -0.000000
 172   4    2.000003   -0.000000   -0.000000
 172   5    2.000003   -0.000000   -0.000000
 173   1    1.999996    0.000000    0.000000
 173   2    1.999996    0.000000    0.000000
 173   3    1.999996    0.000000    0.000000
 173   4    1.999996    0.000000   -0.000000
 173   5    1.999996    0.000000   -0.000000
 174   1    2.000004   -0.000000    0.000000
 174   2    2.000004   -0.000000   -0.000000
 174   3    2.000004   -0.000000   -0.000000
 174   4    2.000004   -0.000000    0.000000
 174   5    2.000004   -0.000000   -0.000000
 175   1    1.999996    0.000000   -0.000000
 175   2    1.999996    0.000000   -0.000000
 175   3    1.999996    0.000000    0.000000
 175   4    1.999996    0.000000   -0.000000
 175   5    1.999996    0.000000    0.000000
 176   1    2.000004   -0.000000   -0.000000
 176   2    2.000004   -0.000000   -0.000000
 176   3    2.000004   -0.000000   -0.000000
 176   4    2.000004   -0.000000   -0.000000
 176   5    2.000004   -0.000000    0.000000
 177   1    1.999996    0.000000    0.000000
 177   2    1.999996    0.000000    0.000000
 177   3    1.999996    0.000000    0.000000
 177   4    1.999996    0.000000    0.000000
 177   5    1.999996    0.000000    0.000000
 178   1    2.000004   -0.000000   -0.000000
 178   2    2.000004   -0.000000    0.000000
 178   3    2.000004   -0.000000    0.000000
 178   4    2.000004   -0.000000   -0.000000
 178   5    2.000004   -0.000000   -0.000000
 179   1    1.999996    0.000000   -0.000000
 179   2    1.999996    0.000000    0.000000
 179   3    1.999996    0.000000    0.000000
 179   4    1.999996    0.000000    0.000000
 179   5    1.999996    0.000000    0.000000
 180   1    2.000004    0.000000    0.000000
 180   2    2.000004    0.000000   -0.000000
 180   3    2.000004    0.000000    0.000000
 180   4    2.000004    0.000000    0.000000
 180   5    2.000004    0.000000   -0.000000
 181   1    1.999996    0.000000    0.000000
 181   2    1.999996    0.000000   -0.000000
 181   3    1.999996    0.000000    0.000000
 181   4    1.999996    0.000000   -0.000000
 181   5    1.999996    0.000000   -0.000000
 182   1    2.000004    0.000000    0.000000
 182   2    2.000004    0.000000   -0.000000
 182   3    2.000004    0.000000    0.000000
 182   4    2.000004    0.000000    0.000000
 182   5    2.000004    0.000000    0.000000
 183   1    1.999996   -0.000000   -0.000000
 183   2    1.999996   -0.000000   -0.000000
 183   3    1.999996   -0.000000    0.000000
 183   4    1.999996   -0.000000    0.000000
 183   5    1.999996   -0.000000    0.000000
 184   1    2.000004    0.000000    0.000000
 184   2    2.000004    0.000000   -0.000000
 184   3    2.000004    0.000000   -0.000000
 184   4    2.000004    0.000000   -0.000000
 184   5    2.000004    0.000000   -0.000000
 185   1    1.999996   -0.000000   -0.000000
 185   2    1.999996   -0.000000   -0.000000
 185   3    1.999996   -0.000000    0.000000
 185   4    1.999996   -0.000000   -0.000000
 185   5    1.999996   -0.000000    0.000000
 186   1    2.000004    0.000000   -0.000000
 186   2    2.000004    0.000000   -0.000000
 186   3    2.000004    0.000000   -0.000000
 186   4    2.000004    0.000000    0.000000
 186   5    2.000004    0.000000   -0.000000
 187   1    1.999996   -0.000000    0.000000
 187   2    1.999996   -0.000000    0.000000
 187   3    1.999996   -0.000000    0.000000
 187   4    1.999996   -0.000000    0.000000
 187   5    1.999996   -0.000000    0.000000
 188   1    2.000004    0.000000   -0.000000
 188   2    2.000004    0.000000    0.000000
 188   3    2.000004    0.000000    0.000000
 188   4    2.000004    0.000000   -0.000000
 188   5    2.000004    0.000000    0.000000
 189   1    1.999996   -0.000000    0.000000
 189   2    1.999996   -0.000000   -0.000000
 189   3    1.999996   -0.000000    0.000000
 189   4    1.999996   -0.000000    0.000000
 189   5    1.999996   -0.000000    0.000000
 190   1    2.000004    0.000000    0.000000
 190   2    2.000004    0.000000    0.000000
 190   3    2.000004    0.000000   -0.000000
 190   4    2.000004    0.000000    0.000000
 190   5    2.000004    0.000000   -0.000000
 191   1    1.999996   -0.000000    0.000000
 191   2    1.999996   -0.000000    0.000000
 191   3    1.999996   -0.000000    0.000000
 191   4    1.999996   -0.000000   -0.000000
 191   5    1.999996   -0.000000    0.000000
 192   1    2.000004    0.000000    0.000000
 192   2    2.000004    0.000000    0.000000
 192   3    2.000004    0.000000    0.000000
 192   4    2.000004    0.000000   -0.000000
 192   5    2.000004    0.000000   -0.000000
 193   1    1.999996   -0.000000   -0.000000
 193   2    1.999996   -0.000000    0.000000
 193   3    1.999996   -0.000000    0.000000
 193   4    1.999996   -0.000000    0.000000
 193   5    1.999996   -0.000000   -0.000000
 194   1    2.000003    0.000000    0.000000
 194   2    2.000003    0.000000    0.000000
 194   3    2.000003    0.000000    0.000000
 194   4    2.000003    0.000000   -0.000000
 194   5    2.000003    0.000000    0.000000
 195   1    1.999997   -0.000000    0.000000
 195   2    1.999997   -0.000000   -0.000000
 195   3    1.999997   -0.000000    0.000000
 195   4    1.999997   -0.000000   -0.000000
 195   5    1.999997   -0.000000   -0.000000
 196   1    2.000003    0.000000   -0.000000
 196   2    2.000003    0.000000    0.000000
 196   3    2.000003    0.000000    0.000000
 196   4    2.000003    0.000000    0.000000
 196   5    2.000003    0.000000    0.000000
 197   1    1.999997   -0.000000   -0.000000
 197   2    1.999997   -0.000000   -0.000000
 197   3    1.999997   -0.000000    0.000000
 197   4    1.999997   -0.000000   -0.000000
 197   5    1.999997   -0.000000    0.000000
 198   1    2.000003    0.000000    0.000000
 198   2    2.000003    0.000000    0.000000
 198   3    2.000003    0.000000   -0.000000
 198   4    2.000003    0.000000    0.000000
 198   5    2.000003    0.000000   -0.000000
 199   1    1.999997   -0.000000    0.000000
 199   2    1.999997   -0.000000    0.000000
 199   3    1.999997   -0.000000    0.000000
 199   4    1.999997   -0.000000    0.000000
 199   5    1.999997   -0.000000   -0.000000
 200   1    2.000003    0.000000   -0.000000
 200   2    2.000003    0.000000   -0.000000
 200   3    2.000003    0.000000   -0.000000
 200   4    2.000003    0.000000    0.000000
 200   5    2.000003    0.000000   -0.000000
 201   1    1.999997   -0.000000   -0.000000
 201   2    1.999997   -0.000000   -0.000000
 201   3    1.999997   -0.000000    0.000000
 201   4    1.999997   -0.000000    0.000000
 201   5    1.999997   -0.000000   -0.000000
 202   1    2.000002    0.000000    0.000000
 202   2    2.000002    0.000000   -0.000000
 202   3    2.000002    0.000000   -0.000000
 202   4    2.000002    0.000000    0.000000
 202   5    2.000002    0.000000   -0.000000
 203   1    1.999998   -0.000000   -0.000000
 203   2    1.999998   -0.000000    0.000000
 203   3    1.999998   -0.000000   -0.000000
 203   4    1.999998   -0.000000   -0.000000
 203   5    1.999998   -0.000000    0.000000
 204   1    2.000002    0.000000    0.000000
 204   2    2.000002    0.000000   -0.000000
 204   3    2.000002    0.000000    0.000000
 204   4    2.000002    0.000000    0.000000
 204   5    2.000002    0.000000    0.000000
 205   1    1.999998   -0.000000    0.000000
 205   2    1.999998   -0.000000    0.000000
 205   3    1.999998   -0.000000    0.000000
 205   4    1.999998   -0.000000    0.000000
 205   5    1.999998   -0.000000   -0.000000
 206   1    2.000002    0.000000    0.000000
 206   2    2.000002    0.000000   -0.000000
 206   3    2.000002    0.000000    0.000000
 206   4    2.000002    0.000000    0.000000
 206   5    2.000002    0.000000    0.000000
 207   1    1.999998   -0.000000    0.000000
 207   2    1.999998   -0.000000    0.000000
 207   3    1.999998   -0.000000    0.000000
 207   4    1.999998   -0.000000    0.000000
 207   5    1.999998   -0.000000    0.000000
 208   1    2.000002    0.000000   -0.000000
 208   2    2.000002    0.000000   -0.000000
 208   3    2.000002    0.000000   -0.000000
 208   4    2.000002    0.000000    0.000000
 208   5    2.000002    0.000000    0.000000
 209   1    1.999998   -0.000000   -0.000000
 209   2    1.999998   -0.000000    0.000000
 209   3    1.999998   -0.000000    0.000000
 209   4    1.999998   -0.000000   -0.000000
 209   5    1.999998   -0.000000   -0.000000
 210   1    2.000001    0.000000    0.000000
 210   2    2.000001    0.000000   -0.000000
 210   3    2.000001    0.000000   -0.000000
 210   4    2.000001    0.000000    0.000000
 210   5    2.000001    0.000000   -0.000000
 211   1    1.999999   -0.000000   -0.000000
 211   2    1.999999   -0.000000   -0.000000
 211   3    1.999999   -0.000000   -0.000000
 211   4    1.999999   -0.000000   -0.000000
 211   5    1.999999   -0.000000    0.000000
 212   1    2.000001    0.000000   -0.000000
 212   2    2.000001    0.000000    0.000000
 212   3    2.000001    0.000000    0.000000
 212   4    2.000001    0.000000    0.000000
 212   5    2.000001    0.000000   -0.000000
 213   1    1.999999   -0.000000   -0.000000
 213   2    1.999999   -0.000000   -0.000000
 213   3    1.999999   -0.000000   -0.000000
 213   4    1.999999   -0.000000   -0.000000
 213   5    1.999999   -0.000000   -0.000000
 214   1    2.000001    0.000000    0.000000
 214   2    2.000001    0.000000    0.000000
 214   3    2.000001    0.000000    0.000000
 214   4    2.000001    0.000000    0.000000
 214   5    2.000001    0.000000    0.000000
 215   1    1.999999   -0.000000   -0.000000
 215   2    1.999999   -0.000000    0.000000
 215   3    1.999999   -0.000000   -0.000000
 215   4    1.999999   -0.000000   -0.000000
 215   5    1.999999   -0.000000   -0.000000
 216   1    2.000001    0.000000    0.000000
 216   2    2.000001    0.000000    0.000000
 216   3    2.000001    0.000000    0.000000
 216   4    2.000001    0.000000   -0.000000
 216   5    2.000001    0.000000   -0.000000
 217   1    1.999999   -0.000000    0.000000
 217   2    1.999999   -0.000000   -0.000000
 217   3    1.999999   -0.000000   -0.000000
 217   4    1.999999   -0.000000    0.000000
 217   5    1.999999   -0.000000    0.000000
 218   1    2.000001    0.000000    0.000000
 218   2    2.000001    0.000000    0.000000
 218   3    2.000001    0.000000   -0.000000
 218   4    2.000001    0.000000    0.000000
 218   5    2.000001    0.000000    0.000000
 219   1    1.999999   -0.000000    0.000000
 219   2    1.999999   -0.000000    0.000000
 219   3    1.999999   -0.000000   -0.000000
 219   4    1.999999   -0.000000    0.000000
 219   5    1.999999   -0.000000    0.000000
 220   1    2.000000    0.000000    0.000000
 220   2    2.000000    0.000000    0.000000
 220   3    2.000000    0.000000   -0.000000
 220   4    2.000000    0.000000    0.000000
 220   5    2.000000    0.000000   -0.000000
 221   1    2.000000   -0.000000   -0.000000
 221   2    2.000000   -0.000000    0.000000
 221   3    2.000000   -0.000000    0.000000
 221   4    2.000000   -0.000000    0.000000
 221   5    2.000000   -0.000000   -0.000000
 222   1    2.000000    0.000000    0.000000
 222   2    2.000000    0.000000    0.000000
 222   3    2.000000    0.000000    0.000000
 222   4    2.000000    0.000000    0.000000
 222   5    2.000000    0.000000   -0.000000
 223   1    2.000000    0.000000   -0.000000
 223   2    2.000000    0.000000   -0.000000
 223   3    2.000000    0.000000   -0.000000
 223   4    2.000000    0.000000    0.000000
 223   5    2.000000    0.000000   -0.000000
 224   1    2.000000    0.000000    0.000000
 224   2    2.000000    0.000000    0.000000
 224   3    2.000000    0.000000    0.000000
 224   4    2.000000    0.000000    0.000000
 224   5    2.000000    0.000000   -0.000000
 225   1    2.000000    0.000000    0.000000
 225   2    2.000000    0.000000   -0.000000
 225   3    2.000000    0.000000   -0.000000
 225   4    2.000000    0.000000    0.000000
 225   5    2.000000    0.000000    0.000000
 226   1    2.000000    0.000000   -0.000000
 226   2    2.000000    0.000000   -0.000000
 226   3    2.000000    0.000000   -0.000000
 226   4    2.000000    0.000000    0.000000
 226   5    2.000000    0.000000   -0.000000
 227   1    2.000000    0.000000    0.000000
 227   2    2.000000    0.000000   -0.000000
 227   3    2.000000    0.000000   -0.000000
 227   4    2.000000    0.000000   -0.000000
 227   5    2.000000    0.000000   -0.000000
 228   1    2.000000   -0.000000    0.000000
 228   2    2.000000   -0.000000    0.000000
 228   3    2.000000   -0.000000    0.000000
 228   4    2.000000   -0.000000   -0.000000
 228   5    2.000000   -0.000000   -0.000000
 229   1    2.000000    0.000000    0.000000
 229   2    2.000000    0.000000   -0.000000
 229   3    2.000000    0.000000    0.000000
 229   4    2.000000    0.000000   -0.000000
 229   5    2.000000    0.000000    0.000000
 230   1    2.000000   -0.000000    0.000000
 230   2    2.000000   -0.000000   -0.000000
 230   3    2.000000   -0.000000   -0.000000
 230   4    2.000000   -0.000000    0.000000
 230   5    2.000000   -0.000000    0.000000
 231   1    1.999999    0.000000    0.000000
 231   2    1.999999    0.000000    0.000000
 231   3    1.999999    0.000000    0.000000
 231   4    1.999999    0.000000    0.000000
 231   5    1.999999    0.000000    0.000000
 232   1    2.000001   -0.000000   -0.000000
 232   2    2.000001   -0.000000   -0.000000
 232   3    2.000001   -0.000000   -0.000000
 232   4    2.000001   -0.000000   -0.000000
 232   5    2.000001   -0.000000   -0.000000
 233   1    1.999999    0.000000    0.000000
 233   2    1.999999    0.000000    0.000000
 233   3    1.999999    0.000000   -0.000000
 233   4    1.999999    0.000000   -0.000000
 233   5    1.999999    0.000000   -0.000000
 234   1    2.000001   -0.000000    0.000000
 234   2    2.000001   -0.000000    0.000000
 234   3    2.000001   -0.000000    0.000000
 234   4    2.000001   -0.000000   -0.000000
 234   5    2.000001   -0.000000    0.000000
 235   1    1.999999    0.000000    0.000000
 235   2    1.999999    0.000000    0.000000
 235   3    1.999999    0.000000   -0.000000
 235   4    1.999999    0.000000   -0.000000
 235   5    1.999999    0.000000    0.000000
 236   1    2.000001   -0.000000    0.000000
 236   2    2.000001   -0.000000   -0.000000
 236   3    2.000001   -0.000000   -0.000000
 236   4    2.000001   -0.000000    0.000000
 236   5    2.000001   -0.000000    0.000000
 237   1    1.999999    0.000000    0.000000
 237   2    1.999999    0.000000   -0.000000
 237   3    1.999999    0.000000    0.000000
 237   4    1.999999    0.000000   -0.000000
 237   5    1.999999    0.000000    0.000000
 238   1    2.000001   -0.000000   -0.000000
 238   2    2.000001   -0.000000   -0.000000
 238   3    2.000001   -0.000000    0.000000
 238   4    2.000001   -0.000000   -0.000000
 238   5    2.000001   -0.000000   -0.000000
 239   1    1.999999    0.000000    0.000000
 239   2    1.999999    0.000000    0.000000
 239   3    1.999999    0.000000   -0.000000
 239   4    1.999999    0.000000    0.000000
 239   5    1.999999    0.000000   -0.000000
 240   1    2.000001   -0.000000    0.000000
 240   2    2.000001   -0.000000   -0.000000
 240   3    2.000001   -0.000000   -0.000000
 240   4    2.000001   -0.000000   -0.000000
 240   5    2.000001   -0.000000   -0.000000
 241   1    1.999998    0.000000    0.000000
 241   2    1.999998    0.000000    0.000000
 241   3    1.999998    0.000000    0.000000
 241   4    1.999998    0.000000   -0.000000
 241   5    1.999998    0.000000    0.000000
 242   1    2.000002   -0.000000    0.000000
 242   2    2.000002   -0.000000   -0.000000
 242   3    2.000002   -0.000000   -0.000000
 242   4    2.000002   -0.000000    0.000000
 242   5    2.000002   -0.000000    0.000000
 243   1    1.999998    0.000000    0.000000
 243   2    1.999998    0.000000    0.000000
 243   3    1.999998    0.000000   -0.000000
 243   4    1.999998    0.000000   -0.000000
 243   5    1.999998    0.000000   -0.000000
 244   1    2.000002   -0.000000   -0.000000
 244   2    2.000002   -0.000000    0.000000
 244   3    2.000002   -0.000000    0.000000
 244   4    2.000002   -0.000000   -0.000000
 244   5    2.000002   -0.000000   -0.000000
 245   1    1.999998    0.000000   -0.000000
 245   2    1.999998    0.000000   -0.000000
 245   3    1.999998    0.000000    0.000000
 245   4    1.999998    0.000000   -0.000000
 245   5    1.999998    0.000000   -0.000000
 246   1    2.000002   -0.000000    0.000000
 246   2    2.000002   -0.000000    0.000000
 246   3    2.000002   -0.000000    0.000000
 246   4    2.000002   -0.000000   -0.000000
 246   5    2.000002   -0.000000   -0.000000
 247   1    1.999998    0.000000    0.000000
 247   2    1.999998    0.000000   -0.000000
 247   3    1.999998    0.000000   -0.000000
 247   4    1.999998    0.000000   -0.000000
 247   5    1.999998    0.000000    0.000000
 248   1    2.000002   -0.000000    0.000000
 248   2    2.000002   -0.000000   -0.000000
 248   3    2.000002   -0.000000    0.000000
 248   4    2.000002   -0.000000    0.000000
 248   5    2.000002   -0.000000    0.000000
 249   1    1.999997    0.000000   -0.000000
 249   2    1.999997    0.000000   -0.000000
 249   3    1.999997    0.000000   -0.000000
 249   4    1.999997    0.000000    0.000000
 249   5    1.999997    0.000000    0.000000
 250   1    2.000003   -0.000000    0.000000
 250   2    2.000003   -0.000000    0.000000
 250   3    2.000003   -0.000000   -0.000000
 250   4    2.000003   -0.000000   -0.000000
 250   5    2.000003   -0.000000   -0.000000
